data_hora_inicio,data_hora_fim,setup_id,setup_nome,params_hash,modo_treino,run_name,modelo_base,checkpoint_inicial,dataset_dir,data_yaml,epochs_alvo_total,epochs_ja_feitas_antes,epochs_solicitadas_nesta_execucao,epochs_registradas_nesta_execucao,imgsz,batch,conf,iou,device_yolo,workers,cache,patience,optimizer,lr0,seed,tempo_treino_s,tempo_treino_min,tempo_treino_h,ram_processo_inicio_gb,ram_processo_fim_gb,ram_processo_pico_gb,ram_sistema_total_gb,ram_sistema_usada_inicio_gb,ram_sistema_usada_fim_gb,ram_sistema_usada_pico_gb,gpu_disponivel,gpu_nome,gpu_mem_inicio_allocated_gb,gpu_mem_inicio_reserved_gb,gpu_mem_fim_allocated_gb,gpu_mem_fim_reserved_gb,gpu_mem_pico_allocated_gb,gpu_mem_pico_reserved_gb,run_dir,best_model_path,last_model_path,python,sistema,processador,erro_treino,results_csv,results_csv_existe,epochs_registradas_results_csv,train_box_loss_final,train_cls_loss_final,train_dfl_loss_final,val_box_loss_final,val_cls_loss_final,val_dfl_loss_final,precision_final,recall_final,mAP50_final,mAP50_95_final
2026-06-28 16:54:14,2026-06-28 16:54:14,YOLO001,YOLOv8n padrão — CylinDeRS-1,2348890e2f34,pular,yolov8n_cilindros_blaze_v1_cont_20260531_175236,yolov8n.pt,vision/results/yolo_cylinder_detector/runs/train/yolov8n_cilindros_blaze_v1_cont_20260531_175236/weights/last.pt,vision/datasets/cylinders/CylinDeRS-1,vision/datasets/cylinders/CylinDeRS-1/data_local_blaze.yaml,50,50,0,4,640,8,0.35,0.5,0,0,False,50,auto,,42,0.0,0.0,0.0,0.566436767578125,0.566436767578125,,2015.5468063354488,1653.3527488708496,1653.3618812561035,,True,NVIDIA H100 80GB HBM3,0.0,0.0,0.0,0.0,0.0,0.0,vision/results/yolo_cylinder_detector/runs/train/yolov8n_cilindros_blaze_v1_cont_20260531_175236,vision/results/yolo_cylinder_detector/runs/train/yolov8n_cilindros_blaze_v1_cont_20260531_175236/weights/best.pt,vision/results/yolo_cylinder_detector/runs/train/yolov8n_cilindros_blaze_v1_cont_20260531_175236/weights/last.pt,3.11.10,Linux,x86_64,,vision/results/yolo_cylinder_detector/runs/train/yolov8n_cilindros_blaze_v1_cont_20260531_175236/results.csv,True,4,1.004,0.75656,1.21229,0.95381,0.63075,1.17315,0.89272,0.81283,0.89528,0.64598
2026-06-28 16:59:17,2026-06-28 18:38:44,YOLO001,YOLOv8n padrão — CylinDeRS-1,fca98a88ff17,novo,yolov8n_cilindros_blaze_v2,yolov8n.pt,yolov8n.pt,vision/datasets/cylinders/CylinDeRS-1,vision/datasets/cylinders/CylinDeRS-1/data_local_blaze.yaml,50,0,50,50,640,8,0.35,0.5,0,0,False,50,auto,,42,5965.908933599945,99.43181555999908,1.6571969259999848,0.5601425170898438,3.2500267028808594,3.3533973693847656,2015.5468063354492,1652.0846939086914,1666.4050559997559,1689.3589630126953,True,NVIDIA H100 80GB HBM3,0.0,0.0,0.09157228469848633,0.173828125,1.348475456237793,2.16796875,vision/results/yolo_cylinder_detector/runs/train/yolov8n_cilindros_blaze_v2,vision/results/yolo_cylinder_detector/runs/train/yolov8n_cilindros_blaze_v2/weights/best.pt,vision/results/yolo_cylinder_detector/runs/train/yolov8n_cilindros_blaze_v2/weights/last.pt,3.11.10,Linux,x86_64,,vision/results/yolo_cylinder_detector/runs/train/yolov8n_cilindros_blaze_v2/results.csv,True,50,0.83097,0.5215,1.12055,0.8981,0.56904,1.1249,0.89456,0.82883,0.90448,0.67515
